ID	ZT00	ZT06	ZT12	ZT18
FBgn0023388	9.24	10.956	9.85	11.014
FBgn0023395	0.25	0.37	0.257	0.206
FBgn0023407	16.373	13.542	12.341	20.601
FBgn0023415	5.072	17.127	27.639	4.559
FBgn0023416	0.378	0.442	0.358	0.276
FBgn0023416	0.299	0.495	0.466	0.277
FBgn0023441	67.61	106.184	74.477	75.563
FBgn0023479	50.77	61.395	60.402	53.581
FBgn0023479	92.422	96.581	111.427	110.237
FBgn0023495	0.504	0.733	0.502	1.103
FBgn0023506	2.85	3.513	3.467	3.13
FBgn0023507	470.087	578.808	465.246	615.68
FBgn0023507	563.522	458.688	601.622	458.584
FBgn0023508	7.668	8.411	8.037	8.482
FBgn0023510	5.431	4.631	4.209	4.698
FBgn0023511	6.792	7.847	8.038	7.939
FBgn0023511	9.905	9.9	9.484	7.7
FBgn0023511	7.042	8.325	8.581	8.454
FBgn0023514	17.938	15.672	16.371	13.132
FBgn0023517	13.913	12.497	14.874	11.026
FBgn0023518	1.919	1.958	1.666	2.001
FBgn0023519	23.258	17.963	20.65	16.847
FBgn0023521	6.056	6.109	7.116	6.912
FBgn0023522	10.757	14.592	11.919	12.924
FBgn0023522	12.018	13.769	11.101	10.335
FBgn0023522	11.899	10.129	10.974	13.595
FBgn0023524	0.18	0.215	0.215	0.296
FBgn0023525	12.587	14.055	11.101	11.888
FBgn0023525	11.924	14.68	13.167	12.604
FBgn0023526	4.766	10.689	5.101	7.394
FBgn0023527	6.564	5.036	4.444	7.89
FBgn0023528	10.162	10.715	12.461	11.785
FBgn0023529	38.804	44.532	44.1	44.24
FBgn0023530	38.477	43.94	36.69	45.971
FBgn0023531	1.152	1.335	0.832	0.957
FBgn0023531	1.513	1.479	1.903	1.235
FBgn0023531	1.931	1.213	1.51	1.517
FBgn0023534	0.378	0.768	1.213	1.826
FBgn0023535	43.569	56.852	67.285	69.711
FBgn0023537	100.345	136.808	133.087	176.896
FBgn0023540	27.558	37.008	37.409	22.13
FBgn0023540	38.145	39.047	28.865	22.734
FBgn0023545	30.966	29.784	35.289	26.242
FBgn0023549	27.519	36.164	35.794	31.463
FBgn0023550	118.647	137.272	65.38	197.638
FBgn0024150	1.447	1.374	1.322	2.963
FBgn0024150	1.101	1.188	1.023	2.422
FBgn0024182	12.252	13.756	9.67	14.671
FBgn0024183	40.393	45.503	43.002	49.106
FBgn0024187	8.934	9.69	12.05	9.49
FBgn0024187	11.11	8.233	8.872	9.001
FBgn0024187	11.291	8.366	9.142	8.979
FBgn0024187	10.891	8.517	8.573	7.713
FBgn0024189	10.366	19.692	13.883	13.083
FBgn0024189	10.144	12.799	19.256	13.575
FBgn0024196	145.87	118.821	127.036	130.363
FBgn0024232	0.353	0.297	0.139	0.236
FBgn0024236	16.999	20.725	23.643	19.943
FBgn0024236	20.341	23.27	16.698	19.689
FBgn0024248	15.209	12.681	13.773	15.196
FBgn0024248	15.647	13.034	14.16	15.627
FBgn0024249	0.576	0.108	0.223	0.07
FBgn0024250	1.751	1.053	1.084	1.482
FBgn0024251	14.671	12.252	13.756	9.67
FBgn0024277	16.748	14.2	12.479	18.79
FBgn0024285	17.523	16.669	18.101	16.106
FBgn0024289	652.944	822.506	506.963	779.637
FBgn0024291	16.785	14.842	14.696	14.936
FBgn0024293	486.281	694.079	695.846	669.626
FBgn0024294	0.525	0.643	0.229	0.663
FBgn0024314	21.225	26.545	17.164	27.31
FBgn0024315	20.056	54.807	9.34	5.207
FBgn0024315	17.339	51.68	7.406	4.318
FBgn0024320	16.156	15.363	14.689	14.558
FBgn0024320	16.61	15.822	15.059	15.189
FBgn0024320	15.592	16.35	14.839	14.976
FBgn0024321	5.349	4.961	3.489	4.014
FBgn0024326	15.193	15.386	16.845	13.291
FBgn0024329	10.579	12.769	11.938	10.971
FBgn0024329	10.857	12.067	12.871	10.667
FBgn0024330	5.923	5.007	4.687	5.299
FBgn0024330	4.134	4.602	4.727	5.404
FBgn0024330	4.615	5.335	6.206	5.285
FBgn0024361	1.629	2.311	15.944	3.132
FBgn0024361	15.132	1.478	2.843	2.098
FBgn0024362	16.614	21.368	28.027	16.546
FBgn0024364	3.829	3.923	4.881	4.519
FBgn0024366	0.944	1.356	0.402	1.856
FBgn0024432	71.194	79.947	69.376	82.63
FBgn0024509	62.054	59.488	57.913	62.334
FBgn0024542	5.135	4.81	5.343	6.981
FBgn0024542	4.522	4.317	6.098	4.738
FBgn0024555	12.794	13.301	14.243	11.437
FBgn0024555	8.207	10.059	11.853	10.816
FBgn0024556	53.697	49.414	49.751	56.48
FBgn0024558	22.616	14.667	18.869	17.464
FBgn0024689	13.464	11.498	13.762	9.615
FBgn0024698	2.386	2.187	2.393	2.177
FBgn0024728	9.51	12.512	13.397	12.231
FBgn0024732	7.857	9.437	10.269	6.741
FBgn0024733	2390.41	2538.101	2403.122	2685.443
FBgn0024733	2722.117	2436.473	2423.213	2573.035
FBgn0024734	52.646	71.412	54.65	54.416
FBgn0024734	50.614	70.066	52.971	52.129
FBgn0024734	86.101	66.227	64.729	65.019
FBgn0024734	57.356	59.969	78.997	59.113
FBgn0024804	42.922	35.669	38.321	45.789
FBgn0024804	48.156	50.345	41.836	39.387
FBgn0024804	36.366	37.338	29.256	31.423
FBgn0024806	8.273	6.342	7.687	6.062
FBgn0024806	8.304	6.051	6.358	7.807
FBgn0024807	23.062	28.681	25.824	30.807
FBgn0024807	22.38	28.711	24.691	20.624
FBgn0024807	31.336	23.595	29.269	26.025
FBgn0024814	222.731	240.556	213.831	187.012
FBgn0024814	185.319	238.151	209.538	220.983
FBgn0024814	201.544	217.172	190.965	168.62
FBgn0024833	24.674	24.567	24.788	26.603
FBgn0024836	0.189	0.059	0.321	0.396
FBgn0024836	0.406	0.177	0.297	0.054
FBgn0024841	80.84	73.367	70.767	51.201
FBgn0024887	8.486	6.344	9.333	8.612
FBgn0024889	29.531	25.977	29.34	27.096
FBgn0024897	0.246	0.148	0.079	0.154
FBgn0024912	15.335	10.558	10.706	10.468
FBgn0024913	1.093	1.119	1.328	1.323
FBgn0024920	0.306	0.296	0.446	0.286
FBgn0024921	11.347	10.206	12.143	10.094
FBgn0024921	7.517	8.252	8.804	6.562
FBgn0024941	0.062	0.17	0.169	0.158
FBgn0024943	0.997	0.518	0.227	0.459
FBgn0024945	29.473	27.387	24.402	34.489
FBgn0024957	177.303	201.892	250.122	124.646
FBgn0024963	0.987	0.522	0.796	1.195
FBgn0024963	0.859	0.918	1.373	1.07
FBgn0024963	0.952	1.128	0.557	1.7
FBgn0024973	14.099	16.239	11.36	15.618
FBgn0024975	2.289	1.771	2.374	2.008
FBgn0024980	5.078	9.23	8.069	15.009
FBgn0024983	11.976	13.071	11.315	10.21
FBgn0024985	9.776	10.818	15.805	10.303
FBgn0024985	10.849	10.299	15.868	9.803
FBgn0024987	15.778	17.663	15.128	14.234
FBgn0024989	0.151	0.209	0.121	0.255
FBgn0024989	0.138	0.134	0.254	0.207
FBgn0024991	3.491	2.57	2.86	2.902
FBgn0024992	9.594	9.266	8.25	9.475
FBgn0024994	5.983	6.343	5.201	4.823
FBgn0024996	24.667	24.714	20.357	25.485
FBgn0024998	5.232	4.632	4.537	5.52
FBgn0025115	7.286	1.299	2.871	1.297
FBgn0025335	35.269	31.08	33.143	32.3
FBgn0025360	0.271	0.321	1.049	0.111
FBgn0025366	303.579	402.763	443.318	347.48
FBgn0025373	16.393	25.578	27.044	18.341
FBgn0025378	1.799	0.481	0.193	0.743
FBgn0025382	0.303	0.111	0.149	0.144
FBgn0025383	1.039	0.353	0.503	0.528
FBgn0025387	0.956	0.154	0.137	0.2
FBgn0025387	0.153	0.136	0.951	0.199
FBgn0025388	0.94	0.532	0.497	0.413
FBgn0025390	3.894	3.857	3.685	3.984
FBgn0025390	3.414	3.458	3.652	3.447
FBgn0025391	0.677	0.534	0.675	1.056
FBgn0025391	0.58	0.87	0.416	0.535
FBgn0025455	9.211	8.067	6.961	8.125
FBgn0025456	109.194	134.55	201.071	147.112
FBgn0025456	135.853	149.653	203.953	108.994
FBgn0025456	105.772	146.29	198.877	132.863
FBgn0025525	8.415	8.207	13.543	8.942
FBgn0025525	8.947	8.42	13.551	8.211
FBgn0025558	41.451	36.526	41.7	38.608
FBgn0025571	14.246	15.889	15.73	14.392
FBgn0025571	14.23	15.463	14.05	15.915
FBgn0025574	18.11	8.996	14.924	12.549
FBgn0025578	0	0.168	0.224	0.231
FBgn0025583	454.592	692.601	844.47	1097.856
FBgn0025592	108.739	66.607	104.451	104.21
FBgn0025595	29.664	25.751	40.142	45.909
FBgn0025595	34.598	22.409	19.708	30.191
FBgn0025612	4.055	0.18	0.351	1.155
FBgn0025613	0.051	0.199	0.024	0.225
FBgn0025615	56.609	72.665	37.091	51.346
FBgn0025616	0.117	0.351	1.237	0.182
FBgn0025627	3.088	2.351	3.036	4.389
FBgn0025628	89.088	87.974	77.934	92.776
FBgn0025628	99.008	83.404	95.035	93.995
FBgn0025628	93.627	98.796	82.912	94.629
FBgn0025628	84.805	96.848	100.896	95.924
FBgn0025628	95.291	80.139	90.178	91.264
FBgn0025631	15.365	12.984	16.432	12.593
FBgn0025631	16.421	15.361	12.602	12.993
FBgn0025631	14.123	11.943	11.246	14.758
FBgn0025633	3.83	4.849	4.482	3.81
FBgn0025637	108.734	117.14	110.731	123.238
FBgn0025637	87.272	98.707	93.196	89.142
FBgn0025637	126.266	135.629	129.14	143.822
FBgn0025638	115.727	80.545	95.428	64.921
FBgn0025638	152.185	182.781	102.85	127.422
FBgn0025640	43.044	40.08	36.843	43.273
FBgn0025641	0.423	3.666	0.471	1.503
FBgn0025641	1.327	0.384	3.112	0.42
FBgn0025641	1.353	3.168	0.394	0.431
FBgn0025643	0.901	0.339	0.251	0.433
FBgn0025643	0.319	0.222	0.799	0.384
FBgn0025644	0.084	0.04	0.315	0.043
FBgn0025679	17.477	5.472	7.976	10.042
FBgn0025681	16.49	20.812	20.022	16.558
FBgn0025681	16.273	16.304	19.698	20.536
FBgn0025682	81.231	95.195	70.474	86.558
FBgn0025683	367.097	303.479	336.79	247.867
FBgn0025683	317.717	258.228	381.091	351.603
FBgn0025686	224.383	290.512	229.891	404.856
FBgn0025687	69.698	36.091	14.996	26.994
FBgn0025692	16.083	20.612	4.275	10.306
FBgn0025692	18.066	3.95	9.335	14.615
FBgn0025692	9.887	4.232	15.402	19.907
FBgn0025693	31.013	21.62	23.676	24.943
FBgn0025697	14.358	32.215	29.751	29.688
FBgn0025702	4.699	6.602	5.133	4.762
FBgn0025702	5.896	7.845	6.69	6.393
FBgn0025702	5.917	7.806	6.09	6.1
FBgn0025702	6.292	5.919	6.68	7.825
FBgn0025709	0.306	0.871	0.527	1.682
FBgn0025720	42.568	23.595	34.195	20.825
FBgn0025720	23.583	43.747	21.378	34.729
FBgn0025724	23.393	20.585	19.876	21.686
FBgn0025725	21.618	23.258	25.022	24.656
FBgn0025725	24.401	24.027	21.106	22.732
FBgn0025726	4.889	4.625	6.004	4.192
FBgn0025726	7.251	5.242	5.829	6.004
FBgn0025726	5.396	7.5	6.012	6.17
FBgn0025740	0.933	1.214	0.871	0.93
FBgn0025741	12.038	11.33	11.326	10.652
FBgn0025741	13.412	12.795	12.553	14.134
FBgn0025742	12.649	13.113	14.41	13.472
FBgn0025743	6.885	5.969	5.858	6.385
FBgn0025777	10.372	10.974	10.464	11.573
FBgn0025777	8.13	9.321	9.974	9.408
FBgn0025777	8.921	8.709	7.515	8.482
FBgn0025777	9.329	9.994	8.141	9.443
FBgn0025790	8.814	9.269	8.567	10.045
FBgn0025790	13.299	14.796	13.345	13.095
FBgn0025790	12.269	11.367	13.248	11.576
FBgn0025800	12.15	12.254	14.64	10.89
FBgn0025802	4.642	4.76	4.977	4.326
FBgn0025809	8.334	8.137	10.317	8.655
FBgn0025814	207.492	433.962	710.527	313.216
FBgn0025814	137.586	456.723	180.475	283.656
FBgn0025820	23.977	25.769	18.239	21.377
FBgn0025827	21.082	17.098	16.848	18.164
FBgn0025830	3.302	3.263	3.647	4.443
FBgn0025836	11.101	13.213	15.318	13.697
FBgn0025864	9.276	9.884	9.78	9.414
FBgn0025865	22.941	21.606	20.795	22.624
FBgn0025865	21.813	23.029	20.904	22.769
FBgn0025866	13.326	13.274	18.549	12.047
FBgn0025885	422.863	422.963	351.172	299.096
FBgn0025936	13.586	12.907	11.531	13.231
FBgn0025936	13.137	13.246	11.396	13.028
FBgn0026056	7.024	7.578	5.278	6.569
FBgn0026059	10.319	11.858	10.622	11.58
FBgn0026059	8.989	9.647	9.284	9.414
FBgn0026060	12.859	16.701	16.427	14.463
FBgn0026063	0.461	0.606	0.178	0.98
FBgn0026076	18.426	15.971	19.503	20.45
FBgn0026076	19.882	15.466	17.841	18.918
FBgn0026077	3.952	4.331	2.696	2.892
FBgn0026077	3.586	5.273	4.401	4.427
FBgn0026080	8.301	7.175	7.509	7.069
FBgn0026083	5.099	4.733	4.237	4.789
FBgn0026083	4.967	4.003	4.586	4.515
FBgn0026083	6.027	6.63	6.682	6.219
FBgn0026083	6.688	6.033	6.637	6.226
FBgn0026084	111.418	90.766	98.797	117.817
FBgn0026085	2.028	2.152	1.232	1.915
FBgn0026085	2.323	2.103	1.117	2.261
FBgn0026086	3.288	3.689	3.379	3.633
FBgn0026086	3.682	3.434	3.897	3.387
FBgn0026086	3.754	4.203	3.896	4.164
FBgn0026086	4.778	4.454	4.363	4.701
FBgn0026086	4.007	3.738	3.704	3.695
FBgn0026086	4.186	4.26	3.947	3.85
FBgn0026088	145.37	117.732	124.98	111.996
FBgn0026089	68.816	52.946	63.616	42.471
FBgn0026090	45.225	41.874	44.894	44.213
FBgn0026090	42.308	42.156	39.173	41.019
FBgn0026136	4.325	1.525	0.873	0.867
FBgn0026141	17.989	1.389	3.062	1.146
FBgn0026144	0.091	0.039	0.081	0
FBgn0026147	3.954	3.205	5.954	3.355
FBgn0026147	4.219	4.519	7.89	5.017
FBgn0026147	4.397	4.885	7.661	4.091
FBgn0026147	5.923	4.871	5.114	8.991
FBgn0026147	3.203	3.952	5.951	3.368
FBgn0026147	5.916	5.128	8.98	4.866
FBgn0026160	7.583	10.053	11.242	10.02
FBgn0026175	0.459	0.089	0.415	0.095
FBgn0026176	5.946	2.933	3.477	3.921
FBgn0026179	35.314	28.196	26.84	20.202
FBgn0026179	20.103	26.921	35.325	28.113
FBgn0026179	26.883	18.968	33.073	25.154
FBgn0026189	7.965	5.684	5.43	5.46
FBgn0026189	7.177	4.218	4.39	4.176
FBgn0026192	8.625	9.854	11.302	10.339
FBgn0026199	29.791	25.536	23.915	32.486
FBgn0026206	1.176	1.271	1.186	1.655
FBgn0026206	1.094	1.231	0.928	1.055
FBgn0026206	1.442	0.86	1.066	0.789
FBgn0026238	27.578	28.201	28.764	31.361
FBgn0026238	30.316	29.76	33.786	30.947
FBgn0026238	25.137	25.354	25.944	28.169
FBgn0026239	2.046	3.161	2.146	1.852
FBgn0026250	259.711	242.409	243.925	212.165
FBgn0026252	30.284	29.011	39.276	39.36
FBgn0026257	2.17	2.937	2.904	2.616
FBgn0026257	2.447	2.119	1.984	2.562
FBgn0026259	16.315	14.275	15.574	16.928
FBgn0026259	15.052	16.21	13.586	16.417
FBgn0026259	16.649	17.25	14.579	15.905
FBgn0026261	16.786	19.953	24.418	26.155
FBgn0026263	3.301	4.476	3.994	4.299
FBgn0026268	7.593	4.176	3.597	4.168
FBgn0026313	11.871	9.248	14.669	12.751
FBgn0026313	12.387	15.874	10.053	13.602
FBgn0026314	32.043	1.242	1.163	1.072
FBgn0026315	6.923	6.5	9.275	5.526
FBgn0026317	10.582	8.918	8.706	8.524
FBgn0026324	21.101	30.244	32.501	25.354
FBgn0026326	6.602	5.332	4.723	5.451
FBgn0026361	0.291	0.227	0.7	0.502
FBgn0026369	14.441	13.305	13.387	12.498
FBgn0026374	3.222	3.281	2.815	3.08
FBgn0026375	4.311	3.744	4.08	3.938
FBgn0026375	4.114	4.272	3.932	4.502
FBgn0026375	3.323	3.992	4.154	3.911
FBgn0026376	6.347	3.039	3.425	3.44
FBgn0026376	2.896	3.312	6.098	3.274
FBgn0026376	3.045	3.323	6.141	3.457
FBgn0026379	9.676	7.969	9.322	8.292
FBgn0026379	7.639	9.147	7.646	8.901
FBgn0026379	9.67	8.236	8.158	9.536
FBgn0026384	0.277	0.404	0.575	0
FBgn0026388	0.038	0.256	0.331	0
FBgn0026389	0.055	0.266	0.216	0.344
FBgn0026392	0.269	0.112	0.04	0.116
FBgn0026394	0.416	0.035	0.165	0.183
FBgn0026398	0.123	0.278	0	0.064
FBgn0026400	22.466	20.138	23.495	22.888
FBgn0026401	14.637	14.234	14.38	14.387
FBgn0026401	13.714	13.75	13.644	13.985
FBgn0026402	4.388	4.196	3.865	4.932
FBgn0026409	504.51	378.311	556.536	504.228
FBgn0026411	0.017	0.09	0.156	0.104
FBgn0026415	231.976	259.074	378.52	244.358
FBgn0026415	372.12	254.715	240.257	228.092
FBgn0026418	87.478	95.887	73.517	82.786
FBgn0026418	65.642	85.396	73.956	78.062
FBgn0026418	88.074	96.541	83.377	73.946
FBgn0026427	3.262	3.426	3.343	3.508
FBgn0026427	2.13	2.044	2.137	2.123
FBgn0026428	82.314	96.132	70.208	90.565
FBgn0026428	59.628	81.742	76.491	69.292
FBgn0026430	3.046	3.677	3.919	3.252
FBgn0026430	3.189	3.853	3.603	3.057
FBgn0026430	4.019	3.147	3.344	3.799
FBgn0026431	6.825	6.571	8.134	6.341
FBgn0026438	0.733	1.283	1.474	0.84
FBgn0026438	1.53	0.761	1.317	0.872
FBgn0026479	40.991	34.569	43.218	40.069
FBgn0026533	26.5	21.418	24.874	24.922
FBgn0026533	25.039	24.991	21.518	26.624
FBgn0026533	18.014	21.873	21.354	18.937
FBgn0026533	15.806	18.196	19.139	18.274
FBgn0026562	545.356	469.189	540.717	500.859
FBgn0026562	562.719	485.705	559.951	520.582
FBgn0026565	19.557	25.422	26.11	25.584
FBgn0026566	46.96	50.32	44.054	47.432
FBgn0026573	2.283	1.732	1.792	1.376
FBgn0026575	1.954	1.998	2.758	3.393
FBgn0026577	2.915	3.073	3.37	2.858
FBgn0026582	8.097	8.382	11.925	9.031
FBgn0026592	127.262	88.275	64.4	90.939
FBgn0026593	25.407	20.982	17.558	24.643
FBgn0026593	27.426	23.223	28.26	19.539
FBgn0026597	4.62	4.478	4.19	4.409
FBgn0026597	4.885	4.57	5.097	4.704
FBgn0026597	4.348	4.417	4.433	4.16
FBgn0026597	4.504	4.594	4.287	4.672
FBgn0026597	4.691	4.284	4.612	4.513
FBgn0026598	3.457	3.985	3.371	3.889
FBgn0026602	11.67	12.214	12.352	20.672
FBgn0026619	30.204	27.893	27.94	20.354
FBgn0026620	21.769	19.21	22.974	21.604
FBgn0026620	24.403	23.647	25.5	21.494
FBgn0026620	51.033	50.696	45.7	46.707
FBgn0026620	23.624	24.388	21.319	25.377
FBgn0026630	22.734	19.88	44.581	45.299
FBgn0026634	47.606	29.618	38.112	39.562
FBgn0026666	28.838	21.915	24.881	27.92
FBgn0026713	6.695	7.11	6.589	6.406
FBgn0026713	8.662	8.627	8.288	8.814
FBgn0026755	6.78	15.597	11.701	13.298
FBgn0026760	0.942	0.192	0.507	0.065
FBgn0026761	19.115	19.307	22.134	18.172
FBgn0026761	18.032	20.762	17.831	17.019
FBgn0026777	64.819	73.557	69.862	87.594
FBgn0026778	1.401	1.74	1.554	2.48
FBgn0026869	8.7	9.678	7.878	8.413
FBgn0026872	41.943	38.302	36.517	51.072
FBgn0026873	16.282	16.341	13.725	10.689
FBgn0026873	14.002	16.79	10.904	16.573
FBgn0026878	12.867	14.325	17.042	16.413
FBgn0026878	20.022	17.582	20.191	15.99
FBgn0026879	141.198	154.332	134.013	130.976
FBgn0027053	20.839	23.551	16.87	21.025
FBgn0027054	26.746	25.031	27.345	24.37
FBgn0027066	62.854	65.555	58.58	64.753
FBgn0027066	56.914	63.246	61.16	63.722
FBgn0027066	58.51	62.799	64.739	65.555
FBgn0027066	62.954	57.256	63.497	60.528
FBgn0027070	17.911	16.455	19.362	17.687
FBgn0027070	18.819	17.182	20.297	18.484
FBgn0027081	42.073	40.225	42.94	45.662
FBgn0027081	42.645	45.006	39.754	41.732
FBgn0027081	37.666	39.61	40.763	43.143
FBgn0027083	4.353	4.117	4.282	3.44
FBgn0027083	4.3	3.506	4.161	4.376
FBgn0027084	26.007	19.183	18.111	21.809
FBgn0027087	33.131	35.967	39.987	38.236
FBgn0027087	36.169	30.139	32.607	34.804
FBgn0027088	18.929	16.309	16.053	16.235
FBgn0027101	14.093	14.906	16.28	15.662
FBgn0027106	2.862	0.774	0.723	0.414
FBgn0027108	14.792	10.749	16.123	15.497
FBgn0027109	7.218	0.399	0.851	0.374
FBgn0027109	0.836	0.392	0.367	7.092
FBgn0027109	0.351	0.765	6.912	0.329
FBgn0027111	2.001	2.181	1.828	1.622
FBgn0027111	2.199	2.018	1.844	1.636
FBgn0027111	1.865	2.161	2.014	1.633
FBgn0027279	27.845	26.007	21.16	23.532
FBgn0027287	12.016	12.274	8.368	11.847
FBgn0027287	11.597	11.543	8.305	12.085
FBgn0027329	50.766	49.03	53.259	51.739
FBgn0027330	3.013	1.996	2.192	3.276
FBgn0027334	15.697	13.16	17.039	12.924
FBgn0027335	38.586	33.578	32.658	40.813
FBgn0027338	96.418	98.14	104.269	92.141
FBgn0027338	77.586	83.081	81.246	87.97
FBgn0027339	6.502	6.822	6.476	8.315
FBgn0027339	10.136	7.914	7.804	8.338
FBgn0027341	1.933	8.355	3.334	2.96
FBgn0027341	3.325	9.384	2.135	3.763
FBgn0027341	3.54	8.786	3.103	2.019
FBgn0027342	2.736	2.818	3.833	2.773
FBgn0027343	11.109	13.345	8.543	9.735
FBgn0027343	12.107	14.957	10.671	9.221
FBgn0027356	63.487	89.171	70.988	60.649
FBgn0027358	4.377	5.899	5.781	4.633
FBgn0027360	112.717	102.948	100.607	107.514
FBgn0027363	38.559	48.462	43.147	42.541
FBgn0027364	0.321	0.284	0	0.122
FBgn0027375	8.741	8.063	7.282	6.54
FBgn0027375	8.763	7.945	9.508	7.09
FBgn0027378	9.971	9.031	11.344	11.163
FBgn0027491	1.374	2.035	1.452	1.652
FBgn0027492	21.425	19.796	18.921	18.261
FBgn0027492	0.12	0.18	0	0
FBgn0027493	169.232	137.423	152.386	253.963
FBgn0027495	7.957	8.816	7.79	7.207
FBgn0027498	4.963	3.751	3.973	4.311
FBgn0027498	3.87	4.035	5.032	4.425
FBgn0027499	3.281	4.252	3.472	4.984
FBgn0027500	0.285	0.252	0.269	0.415
FBgn0027504	4.114	3.357	4.132	4.168
FBgn0027507	8.648	8.245	10.683	8.435
FBgn0027508	5.575	6.851	6.818	6.458
FBgn0027509	4.627	5.584	5.552	5.47
FBgn0027512	3.886	5.586	4.425	6.333
FBgn0027514	2.248	2.942	2.262	2.253
FBgn0027515	34.402	39.186	39.557	45.272
FBgn0027515	30.79	39.103	34.576	34.853
FBgn0027515	39.361	34.768	35.114	31.025
FBgn0027515	38.829	39.246	44.166	34.389
FBgn0027524	14.892	10.854	13.519	14.383
FBgn0027525	156.065	176.034	124.324	182.66
FBgn0027526	10.688	20.754	16.823	16.398
FBgn0027529	16.028	17.594	19.408	14.443
FBgn0027529	19.75	23.2	18.571	21.404
FBgn0027532	10.441	14.988	10.759	11.157
FBgn0027537	35.267	64.498	36.153	47.857
FBgn0027538	72.65	48.905	50.359	45.043
FBgn0027544	10.232	11.448	14.461	55.863
FBgn0027547	159.909	179.807	179.635	167.129
FBgn0027549	14.466	15.187	17.867	15.36
FBgn0027549	15.417	16.019	16.36	18.998
FBgn0027550	2.343	2.763	3.7	2.871
FBgn0027552	282.809	297.051	355.677	298.916
FBgn0027553	2.722	2.637	2.135	2.392
FBgn0027556	74.46	4.414	1.633	0.811
FBgn0027560	1393.98	895.606	1308.307	1355.142
FBgn0027561	24.943	26.01	21.833	27.831
FBgn0027561	20.886	18.956	18.074	15.318
FBgn0027562	6.867	4.5	19.122	5.588
FBgn0027563	38.093	27.617	32.633	20.818
FBgn0027567	22.369	28.935	34.142	19.018
FBgn0027570	6.562	1.632	1.143	1.582
FBgn0027574	5.298	6.546	7.381	5.834
FBgn0027574	6.386	5.168	7.273	5.709
FBgn0027578	54.81	39.68	49.955	57.329
FBgn0027579	146.988	163.24	137.453	106.149
FBgn0027579	167.374	140.604	149.047	108.888
FBgn0027580	197.11	210.227	175.766	145.988
FBgn0027580	199.537	147.8	212.871	178.16
FBgn0027580	199.693	179.741	147.921	213.405
FBgn0027580	177.597	147.382	212.298	198.961
FBgn0027580	145.623	176.949	196.61	210.09
FBgn0027582	10.629	13.225	14.456	12.533
FBgn0027584	0.542	1.894	15.348	0.775
FBgn0027584	0.506	2.055	0.915	17.339
FBgn0027585	5.262	9.217	4.337	4.164
FBgn0027587	5.057	5.976	5.408	4.998
FBgn0027589	0.373	0.432	0.754	0.154
FBgn0027594	29.809	39.632	36.166	38.741
FBgn0027594	37.08	39.902	30.41	40.573
FBgn0027596	12.763	7.043	9.617	10.507
FBgn0027596	16.496	12.602	13.917	9.199
FBgn0027596	6.436	11.835	8.813	9.68
FBgn0027596	13.598	10.254	11.257	7.522
FBgn0027597	6.301	7.973	7.198	6.472
FBgn0027598	13.812	12.783	13.376	15.497
FBgn0027598	11.273	12.092	11.814	13.544
FBgn0027598	20.714	16.809	17.158	18.189
FBgn0027598	13.101	15.178	12.532	13.539
FBgn0027600	1.559	2.781	2.455	2.496
FBgn0027601	31.318	22.453	31.781	30.706
FBgn0027602	1.526	1.458	1.158	0.86
FBgn0027603	5.892	5.252	5.44	5.498
FBgn0027608	2.492	5.274	2.929	2.787
FBgn0027608	12.714	13.323	10.164	16.929
FBgn0027608	5.273	2.799	2.503	2.917
FBgn0027608	8.376	10.973	8.79	7.202
FBgn0027608	2.731	5.038	3.01	2.574
FBgn0027608	8.346	7.177	8.779	10.953
FBgn0027608	5.065	3.003	2.725	2.568
FBgn0027608	13.189	12.813	15.948	10.175
FBgn0027610	127.05	172.54	141.972	83.783
FBgn0027611	161.216	120.956	100.421	126.72
FBgn0027615	6.525	9.825	13.059	9.643
FBgn0027621	105.642	90.924	125.465	133.964
FBgn0027621	111.717	132.575	141.48	96.132
FBgn0027621	102.969	141.835	119.548	151.516
FBgn0027621	111.578	96.012	141.303	132.409
FBgn0027621	130.489	85.899	101.721	120.079
FBgn0027621	122.067	154.756	105.013	144.904
FBgn0027654	9.212	6.54	7.974	7.173
FBgn0027654	5.903	4.593	6.241	6.896
FBgn0027654	9.262	7.272	8.022	6.652
FBgn0027655	4.161	5.186	4.71	4.972
FBgn0027660	9.186	13.324	7.838	20.538
FBgn0027660	18.776	8.371	7.455	12.206
FBgn0027660	11.024	6.674	7.581	17.04
FBgn0027779	97.264	97.985	110.73	79.378
FBgn0027779	76.081	105.955	93.84	93.245
FBgn0027784	9.353	8.513	6.048	7.47
FBgn0027785	247.703	246.753	215.558	196.049
FBgn0027786	64.591	60.702	52.275	57.324
FBgn0027786	52.567	65.038	57.564	60.983
FBgn0027786	52.33	60.868	64.695	57.635
FBgn0027786	62.993	50.57	55.075	58.388
FBgn0027793	1.119	1.032	1.522	2.602
FBgn0027794	7.775	9.11	10.253	8.707
FBgn0027835	52.341	59.915	45.275	59.207
FBgn0027835	44.49	58.854	51.423	58.151
FBgn0027835	51.949	44.976	59.491	58.726
FBgn0027835	59.434	51.925	44.945	58.757
FBgn0027836	10.479	10.889	11.905	10.164
FBgn0027836	11.111	13.1	11.224	12.083
FBgn0027841	2.87	2.913	3.344	3.282
FBgn0027843	37.53	25.188	8.465	37.817
FBgn0027844	28.56	29.14	88.604	41.039
